intents,content
welcome_reply,Tq alot
welcome_reply,thanks mate!
welcome_reply,really appericiated
welcome_reply,Thanks sir ðŸ˜Š
welcome_reply,Thankyou!
welcome_reply,"Leave it for now, I'll ask this in doubt clearing session, Thank you for responding "
welcome_reply,"Thank you,"
welcome_reply,Thank you for these
welcome_reply,thanks for your help  
welcome_reply,got it .. thanks ..
welcome_reply,"btw it's solved, thankyou"
welcome_reply,Thanks for accepting my invitation!
welcome_reply,fine. thank you.
welcome_reply,fine. thank you 
welcome_reply,Now I am able to deploy successfully.
welcome_reply,Thankyou so much!!
welcome_reply,Thaanks a lott
welcome_reply,"Thanks a lot, I really appreciate ur effort"
welcome_reply,Thank you so muchh sunny for your help
welcome_reply,thank you all team
welcome_reply,"thank u sir
"
welcome_reply,thank you ...Have a nice day
welcome_reply,thank u...its working now
welcome_reply,Thanks a Lot  
welcome_reply,Thanks let me try
welcome_reply,Thanls
welcome_reply,*Thanks
welcome_reply,thanks !! Great.
welcome_reply,okay. Thank you.
welcome_reply,ok... thank you  
welcome_reply,Tq team
welcome_reply,Thanks so much for quick response man
welcome_reply,Thanks for your response sir. Bye
welcome_reply,Thanks thanks.
welcome_reply,Ok thanks and also
welcome_reply,Thanks got the videos
welcome_reply,Okay I understand. No problem Thank you very much for your help.
welcome_reply,thanks much
welcome_reply,Oh okay..sorry ðŸ˜… thanks
welcome_reply,thank you sitr
welcome_reply,thank you for email
welcome_reply,Salute to your team
welcome_reply,tq u
welcome_reply,"<ss type=""heart"">(heart)</ss><c_i id=""14a3c76e-9004-4664-8997-58c57e9c3a86"" style=""0"" internalType=""0"" userMri=""""></c_i>"
welcome_reply,ok thank yor sir
welcome_reply,Thanks a lot for providing the needful information sir
welcome_reply,Thank you and glad to notify you sir
welcome_reply,That&#39;s fine. Thanks
welcome_reply,Thank you so much for ur reply sir
welcome_reply,No issues. Thanks for getting back with prompt response.
welcome_reply,"Thank you sir, It is showing now."
welcome_reply,"ya thank you so much ,"
welcome_reply,"ya, thank you."
welcome_reply,thank you so much sir!!!
welcome_reply,Thanks a lot sir its worked
welcome_reply,thank u so much ....
welcome_reply,thank uu
welcome_reply,Thank u sir...
welcome_reply,thank u so much...
welcome_reply,thank u sir ..
welcome_reply,Ty perfect
welcome_reply,Ty for everything
welcome_reply,Ty very much h
welcome_reply,Thanks much ðŸ˜Š
welcome_reply,Thank you so much team ðŸ˜Š
welcome_reply,thanks for your guidance
welcome_reply,yes sir thank you so much.
welcome_reply,Thank you so much sir!
welcome_reply,Thanks fellas
welcome_reply,"thank you <ss type=""yes"">(y)</ss>"
welcome_reply,thanks for confirming
welcome_reply,thanks alot team
welcome_reply,sure thank you team
welcome_reply,thanks team the SQL documents looks great to refresh things
welcome_reply,Thanks executed
welcome_reply,thanks pal
welcome_reply,sir thank you very very much
welcome_reply,thank you for this
welcome_reply,Thank you for the code
welcome_reply,Thank you so much for your time and help.
welcome_reply,Thank you for sending me the certificate on Power BI
welcome_reply,"Superb, thank you very much"
welcome_reply,ok..thank u sir
welcome_reply,Okay. Thank you for your response.
welcome_reply,Thank you for your response team.
welcome_reply,ok..............thanks a ton for your reply
welcome_reply,ok....thanks
welcome_reply,Thanks a lot for ur prompt response
welcome_reply,Thx found it
welcome_reply,ok..Thanks
welcome_reply,Thanks buddy 
welcome_reply,ok thank you  
welcome_reply,Ohh. Thank you  
welcome_reply,Oksir thank you
welcome_reply,thanks for the form ..
welcome_reply,Thank you for the prompt reply!
welcome_reply,Thank you !
welcome_reply,"Okay, got it! Thanks!"
welcome_reply,"Thank you so much, buddy ..Really appreciate your help that too in late night .."
welcome_reply,Got it thanks ðŸ˜Š
welcome_reply,Thanks.. Got it..  
welcome_reply,"Works fine now, Thanks a lot"
welcome_reply,"Okay
Thank you"
welcome_reply,Thank you sir.. I got it
welcome_reply,Thanks for the prompt response
welcome_reply,Ok sir thanks  
welcome_reply,Thanks you.. this works
welcome_reply,Great.. Thank you very much.. 
welcome_reply,oh ok ok Thankyou
welcome_reply,it's downloading now thank you
welcome_reply,"sure, Thanks  "
welcome_reply,Oh ok... Got it Sir   Thank you  
welcome_reply,"anyways , thank you so much..!"
welcome_reply,Got email from Darius...thanks
welcome_reply,Got it...thankyou
welcome_reply,Thanks for support.
welcome_reply,okay tq
welcome_reply,Thank you for your support Team
welcome_reply,"thank you for your fast reply , I wasn't expecting this early"
welcome_reply,"ok sir,thank you."
welcome_reply,thank you very much indeed
welcome_reply,thanks man
welcome_reply,okay Sir I will try to go through it and will try to understand. Thanks
welcome_reply,"yup, thanks"
welcome_reply,okay will try it...Thank you so much
welcome_reply,okay...Thanks so much for your help.
welcome_reply,okay Thankyou
welcome_reply,thankyou!
welcome_reply,okay sure! thankyou so much!
welcome_reply,"Thanks and Regards,
Rupa Vinnakota"
welcome_reply,Thanks for help
welcome_reply,Okay. Thanks.
welcome_reply,okay. Thanks.
welcome_reply,"ok thanks , i was waiting for those videos"
welcome_reply,Thankyou very much! Appreciate the prompt response
welcome_reply,ok thanks. i will try it
welcome_reply,Thanking you sir in advance
welcome_reply,Thank you sir for your valuable information
welcome_reply,Ohh oki Sure Thanks
welcome_reply,"Thanks
"
welcome_reply,Thank you sir ji 
welcome_reply,Thank you sir ðŸ‘�
welcome_reply,Thanks for enrolling me  
welcome_reply,Ok sir..thank you
welcome_reply,Ok thanks..
welcome_reply,okay Thank you so much
welcome_reply,Thanks a lot team
welcome_reply,"Thanks for python class sir<ss type=""praying"">(pray)</ss>"
welcome_reply,"Thanks <ss type=""like"">(like)</ss>"
welcome_reply,i havent read this yet but thanks so much
welcome_reply,really appreciate
welcome_reply,yes this got resolved.. many Thanks!!
welcome_reply,ok..sure..thnks!
welcome_reply,ok..sure! thanks
welcome_reply,Thnk you so much!!
welcome_reply,"Okay Sure, Thank you  "
welcome_reply,Thank You very much sir.
welcome_reply,"Thank You very much team,
For connecting me directly to Amit sir,
It was glad to talk with him directly.
All the doubts what ever I've as of now, cleared by Amit sir.
Thanks again."
welcome_reply,"Okay, Thanks team."
welcome_reply,really appreciate your help
welcome_reply,Ty so much
welcome_reply,K ty for letting me know
welcome_reply,"okay, Thank you sir"
welcome_reply,"Thank you so much for your support
I am really so happy right now
Because earlier I was not practicing so much of codes
But now you boosted me up.
Thanks<ss type=""stareyes"">(stareyes)</ss>"
welcome_reply,all right. many thanks
welcome_reply,i think i need to redo all over again. thanks
welcome_reply,done perfectly. many thanks
welcome_reply,"sorry, yes i got the guideline from the video. many thnaks"
welcome_reply,"okay sir,Thank you "
welcome_reply,"
Thank you for sharing this instruction, i will so same.

Thanks"
welcome_reply,"Alright, thankyou."
welcome_reply,"Ok ok, thanku."
welcome_reply,Thank you for ur response
welcome_reply,"Thanks, prince kehar"
welcome_reply,Ok. Thank you for the information 
welcome_reply,Thank you INeuron Team
welcome_reply,Thank u INeuron Team
welcome_reply,Got it...Thank u INeuron
welcome_reply,Received Thanks! 
welcome_reply,Ok thanks for assistance!
welcome_reply,"Hello, Thank you for accepting."
welcome_reply,Please. Thank you.
welcome_reply,"Yaa I got it sir.
Thanks for helping me ðŸ˜Š"
welcome_reply,Okay sir thank you ðŸ˜Š
welcome_reply,Sure sir ..thank you so much for the valuable suggestion  
welcome_reply,ohh okay .. thank you for the update
welcome_reply,sure sir.. thank you  
welcome_reply,"sure sir, thank you!"
welcome_reply,"appreciate all your help and suggestion,Thank you"
welcome_reply,"sure, thank you!"
welcome_reply,ok thanks sir!!
welcome_reply,"Okay !!
Thanks for the quick reply.
You guys are killing it"
welcome_reply,done sir.Thank you for helping me
welcome_reply,ok..it worked..Thanks
welcome_reply,anyways thanks for ur support
welcome_reply,No issues....Thanks
welcome_reply,"ok...Thanks...<ss type=""cool"">(cool)</ss>"
welcome_reply,Ok sir thank you sir
welcome_reply,Was just testing and thank you!
welcome_reply,I got it. Thanks
welcome_reply,sure thanks ðŸ˜”
welcome_reply,Oo thanks
welcome_reply,Ok...no problem...thank you
welcome_reply,Ok thanks you...
welcome_reply,Thank you for your quick response.   Have a good evening ahead!
welcome_reply,"sure, thanks I will check again"
welcome_reply,Okay Thank You
welcome_reply,"Ok, thank you so much !"
welcome_reply,okay....thanks 
welcome_reply,ok....thank u 
welcome_reply,thank you sir.
welcome_reply,Okay. Thank you !
welcome_reply,Thanks you for the Clarification.
welcome_reply,Ok.. thank you.
welcome_reply,"Okay, thanks!"
welcome_reply,"It is clear now.
Thanks for your concern!"
welcome_reply,ok Thanks  
welcome_reply,Thanks a lot Team!!
welcome_reply,Ok.thanks for your reply.
welcome_reply,"Ok noted, Thanks for you reply."
welcome_reply,Yeah. Thanks
welcome_reply,Now working thanks
welcome_reply,ok Thank You
welcome_reply,ok...thank you
welcome_reply,"Thank you, team."
welcome_reply,"Thank you team,I can see the assignment."
welcome_reply,Thanks team I did and submitted the git link
welcome_reply,Great I tried and could see it on my Jupyter nb after uploading. Thanks
welcome_reply,thank you..got it
welcome_reply,Thank you so much. You guys are doing work.
welcome_reply,Thanks once again
welcome_reply,Thank u so much for giving.
welcome_reply,thanks a top
welcome_reply,great thanks sir
welcome_reply,Thank u dude
welcome_reply,Thanks for your quick response though.
welcome_reply,"Anyways, your support was indeed appreciated"
welcome_reply,Ok. Thank u
welcome_reply,ok thanks a lot sir
welcome_reply,"Great, Thanks"
welcome_reply,Thanks for ur quick response
welcome_reply,k First I will complete the course what you said. Then I will ask if I have any issues. Thank You for your response.
welcome_reply,tu
welcome_reply,k that's great and tu
welcome_reply,TU
welcome_reply,Great thanks ðŸ‘�
welcome_reply,"Cool, thank you Sir"
welcome_reply,appreciate your help. Thank you so much
welcome_reply,"excellent ,thanks for your help"
welcome_reply,Ok TQ
welcome_reply,"Thanks for the response. <ss type=""yes"">(y)</ss>"
welcome_reply,okays thanks
welcome_reply,ok thank you..
welcome_reply,Thank you for the quick processing and response  
welcome_reply,"Good morning, thanks!"
welcome_reply,thanks u  
welcome_reply,"Ok. Thank you
"
welcome_reply,"thank you sir, you are doing great job  "
welcome_reply,thanks for info.
welcome_reply,And btw you guys are doing great ! Thanks for all the support.
welcome_reply,ðŸ˜Šthank you sir
welcome_reply,thanks for your update
welcome_reply,thanks for the time and explanation  
welcome_reply,and Thanks a Ton for arranging a program like this....  
welcome_reply,Okay sure..thank you..
welcome_reply,Thanks alot for the support
welcome_reply,True to your word :claps:
welcome_reply,OK. Thanks
welcome_reply,okay thanks!
welcome_reply,Thanks in advanced!
welcome_reply,ok sir thanks will take care of this
welcome_reply,Thank You for your valuble time.
welcome_reply,"tq
"
welcome_reply,"OKAY THANKS
"
welcome_reply,Thanks a lot 
welcome_reply,Thanks for your help.  
welcome_reply,Thank
welcome_reply,"Ok,thankyou."
welcome_reply,Thanks!!!
welcome_reply,Thanks for ur response
welcome_reply,"Okay, Thanks for the info"
welcome_reply,Thanks for your help here.
welcome_reply,Thanks for quick response....it's working   
welcome_reply,"Thanks, I was able to debug!  "
welcome_reply,Now it's working thanks
welcome_reply,Thank you for your kind help
welcome_reply,Thanks in anticipation of favourable reply
welcome_reply,Thanks for your quick support
welcome_reply,Thanku sir.
welcome_reply,thank you the classes
welcome_reply,Okay...thank you
welcome_reply,Thanks.. I got an email invitation
welcome_reply,Alright. Thanks
welcome_reply,Thanks for your quick response
welcome_reply,"Thank you , I am good now ."
welcome_reply,I am attending the classes providing by Ineuron...thanks for that
welcome_reply,Thank you for clarification 
welcome_reply,sorry I didn't see it â€¦..thank you
welcome_reply,thanku sir
welcome_reply,ThankuðŸ˜Š
welcome_reply,okay sir.thanks a lot
welcome_reply,Thanks againðŸ˜Š
welcome_reply,ok sir.thanks
welcome_reply,okay thank u so much 
welcome_reply,thankyousir.
welcome_reply,thanks a lot for helping me out  
welcome_reply,Thank you for the help.
welcome_reply,"Thanks for your response, I'm fine with your information."
welcome_reply,Ok thanks for your response
welcome_reply,Thanks ton
welcome_reply,Thanks for the clarification
welcome_reply,ohh cool Thanks for quick response
welcome_reply,"able to close it, thanks"
welcome_reply,OK sir thank you
welcome_reply,OK sir thank you.
welcome_reply,Thanks ....
welcome_reply,Ok sir. Thank you.
welcome_reply,Ok Thank you so much.
welcome_reply,"cool, thanks for your help!"
welcome_reply,"Kk thank you 
"
welcome_reply,Kk thank you sir
welcome_reply,Kk thank you
welcome_reply,"Okay, thanks for the help"
welcome_reply,Ok fine thank you
welcome_reply,Thank you for that
welcome_reply,Wow!! That was great. Thanks a ton
welcome_reply,ok thank u so much  
welcome_reply,ok.. thanks for the update 
welcome_reply,"Oh, thank you"
welcome_reply,Thanks for your help. Much appreciated
welcome_reply,Ya thanku 
welcome_reply,thanks for your time
welcome_reply,Thank you so much ðŸ™‚
welcome_reply,k.. thank u
welcome_reply,Ok thank a lot.
welcome_reply,Thanks a lot sir. It worked
welcome_reply,"Nothing else , just access to courses . 
Thank you"
welcome_reply,& thanks...
welcome_reply,Thank you sir for your help.
welcome_reply,"Oh yes, I could see it.. thanks "
welcome_reply,"OK.. Thanks for the reply <ss type=""like"">(like)</ss>"
welcome_reply,yeah ok.. thank you  
welcome_reply,"ok, i will try on this, Thank you"
welcome_reply,ok Thanks for confirming...
welcome_reply,"Ok, Thank you sir"
welcome_reply,got it !! Thanks a lot  
welcome_reply,ok got it. thank you
welcome_reply,got it. Thankyou 
welcome_reply,okay. Thankyou 
welcome_reply,yaa i got it thanks sir
welcome_reply,Got it. Thank you for your help
welcome_reply,Thank u sir I got it.
welcome_reply,got it sir python and power bi dashboard.... thanks a lot
welcome_reply,Thank you.. I got it
welcome_reply,Got it.. Thank you so much!
welcome_reply,Sure..Thnx
welcome_reply,Got it. Thanks!
welcome_reply,OK tq sir
welcome_reply,ok.. thnk you
welcome_reply,sure.. ty
welcome_reply,Thnks much !!
welcome_reply,ok.. sure.. thnkyou!!
welcome_reply,Thnk you!
welcome_reply,It is working fine sir with this setup. Thanks.
welcome_reply,thnks for confirmation
welcome_reply,Thank u.
welcome_reply,Okk... thanks...
welcome_reply,i have access to dashboard now.Thanking you sir  
welcome_reply,yes ok fine now i got Thank alot sir
welcome_reply,Ok thank You Sir
welcome_reply,ok tha nks
welcome_reply,"Okay great, thank you for the response."
welcome_reply,Oh okayy thankyou sir
welcome_reply,"Okay,Thank You"
welcome_reply,"Okay,Thank you so much."
welcome_reply,Okay okay. Thank you.
welcome_reply,got the link thanks
welcome_reply,done Thanks for your help
welcome_reply,"okay i'll try and let you know sir, Thank you sir."
welcome_reply,"Okay, Thank You Sir"
welcome_reply,"Now i got it,
Thank you  very much sir"
welcome_reply,Thanks for all the support  
welcome_reply,okies.... Thanks
welcome_reply,I got the dashboard access- thanks
welcome_reply,Ok thanks for the confirmation
welcome_reply,"Its done... Thank u <ss type=""smile"">(smile)</ss> "
welcome_reply,I got...thank u
welcome_reply,"Thanks <ss type=""smile"">(smile)</ss> "
welcome_reply,Thank you for your time. You are awesome.
welcome_reply,thanks for the clarification
welcome_reply,"ohhh okok 7zip is software ah ok sir thanks
"
welcome_reply,"Ok, Thank You  "
welcome_reply,ok sir Thank You  
welcome_reply,Thank you for such a great support  
welcome_reply,done. thanks sir
welcome_reply,thnx a lot
welcome_reply,yes got it thanks alot
welcome_reply,thanks again sir
welcome_reply,thanks\
welcome_reply,"Its alright sir, Thanks for the link"
welcome_reply,"Ok sir, thanks
"
welcome_reply,ok sir cool. thanks
welcome_reply,yes thanks again
welcome_reply,ok cool thanks
welcome_reply,Ok Sir Sure thanks
welcome_reply,its ok sir thanks
welcome_reply,ohh ok got it.... thanks sir
welcome_reply,Thanks alot again sir
welcome_reply,"sure sir thanks a ton
"
welcome_reply,"ohh ok sir thanks
"
welcome_reply,Ok Thank you team
welcome_reply,Thank u sir...I enrolled
welcome_reply,Ok sir ..Thank you
welcome_reply,Ok....Thank you sir
welcome_reply,"ok Sir ,Thank you"
welcome_reply,Ok...Thank you
welcome_reply,Thank you ...Sir...
welcome_reply,"Humm Okk Thanks
"
welcome_reply,"ok thanks..
"
welcome_reply,yes i got it thank you sir
welcome_reply,"ok sir , thank u"
welcome_reply,Thank you Sudhanshu Sir
welcome_reply,thanks for the response sir.
welcome_reply,ok thank you sir for the response.
welcome_reply,ok sir. thank you
welcome_reply,Ok...Thanks
welcome_reply,"ok sir, Thank you"
welcome_reply,"ok sir, Thanks"
welcome_reply,hey thanks a lot for your response
welcome_reply,"thanks, have a great evening ahead, tc"
welcome_reply,hey thanks
welcome_reply,ohhh thanks
welcome_reply,ok thanks a lot for that   have a good day
welcome_reply,ok thanks for the range
welcome_reply,will do that   thanks for your time
welcome_reply,ohhh yes thaaaank you
welcome_reply,"thanks a lot   , hey would you mind adding this link on dashboard as well for reference later on. I am good to go right now btw , thanks a lot!"
welcome_reply,right! thanks
welcome_reply,Ok thanks a lot !
welcome_reply,clear   thanks
welcome_reply,thanks for your time  
welcome_reply,Thanks for your support 
welcome_reply,Thanks again for the quick reply
welcome_reply,thanks for sharing  
welcome_reply,nice example thanks
welcome_reply,Thanks for confirming
welcome_reply,  thanks
welcome_reply,Sure thanks !
welcome_reply,Ok thanks for the reply 
welcome_reply,Ok thanks for the help
welcome_reply,ok sir. Thank you.
welcome_reply,that's so nice of ineuron sir.U r a blessing for us. Thank you so much
welcome_reply,ohh ok sir. Thank u so much.
welcome_reply,Ok sir. Thank you
welcome_reply,Thank you for your time.
welcome_reply,Ok fine thank you cleared every doubt. 
welcome_reply,"okay sir, thank u so much"
welcome_reply,"okay sir, thsnk u  "
welcome_reply,okay thank you for telling
welcome_reply,Thank u so much guys
welcome_reply,No problem. Thanks again.
welcome_reply,Sure. Thanks again.
welcome_reply,Ok thanks again.
welcome_reply,Tonight from 8.30 seems ok. Thanks sir.
welcome_reply,Thanks for understanding.
welcome_reply,Thank you so much !  
welcome_reply,Thank you sir   and thank you so much for the quick response   that was helpful.
welcome_reply,Ok thank you for the clarification sir.
welcome_reply,Ok .thank you so much sir.
welcome_reply,Oh thank you
welcome_reply,Ok sir. Thank you so much.
welcome_reply,Got it sir. Thank you .
welcome_reply,"thank you sir,"
welcome_reply,Thank you sir .
welcome_reply,ok thank you .
welcome_reply,Now everything clarified. Thank you sir.
welcome_reply,Ok I am checking it. Thank you.
welcome_reply,"Thankyou!
"
welcome_reply,THANKYOU
welcome_reply,Thankuou
welcome_reply,"Thankyou, It helps. I appreciate your time"
welcome_reply,Thx mate for your response
welcome_reply,Tq u
welcome_reply,anyway thanks.
welcome_reply,"Fine, thank you."
welcome_reply,okay. Please update upcoming ones thank you
welcome_reply,thanks for answering the queries
welcome_reply,sure.. thank you
welcome_reply,ok.. got it.. thank you
welcome_reply,Thank you for your assistance
welcome_reply,Okay.. thank you
welcome_reply,Ok thanq got it
welcome_reply,Thanks You guys are great !
xgboost_query,Hi ..Can you please explain how xgboost does the parallel processing..Since the modelling will happens serially?
xgboost_query,"I finished decision tree and jumped to adaboost, xgboost session by virat"
xgboost_query,I used xgboost in my model but i am getting an error that no moduled name xgboost
xgboost_query,i have some queiry doing xg boost assignment
xgboost_query,I also tried installing the module in anaconda prompt Pip install xgboost
xgboost_query,"No like you said install in conda.
So installed it in anaconda prompt using pip install xgboost"
xgboost_query,In that video only for few mins xgboost is discussed .. for that may be I am not getting it properly... It will be helpful if I get another recording from previous batch ..I have also gone through Krish ML playlist ... Xgboost is not there ..
xgboost_query,I am able to understand other topics clearly from Virat ..no issue on that but except XGBoost
xgboost_query,in xgboost assignment i have some problem
xgboost_query,can i get the xgboost hypermeter details
xgboost_query,"In Xg-boost assignment datasset link provided ,giving error"
xgboost_query,hi..trying with xboost but not able to understand
xubuntu_query,Do you know anything about Xubuntu?
xubuntu_query,how to install jupyter note book in xubuntu?
xubuntu_query,I am asking you how to launch jupyter notebook using xubuntu terminal
xubuntu_query,I am not able to get audio output in xubuntu virtual machine
xubuntu_query,I am not able to play video as well in xubuntu
yes_reply,Sir are you there?
yes_reply,are you there???
yes_reply,"hi team, hope u got a chance to see my comments here.."
yes_reply,r u there
yes_reply,Are u there.?
yes_reply,Thanks. Hope u read my question above
yes_reply,you there?
yes_reply,sir??
yes_reply,Can I mail you screenshot
yes_reply,r you there??
yes_reply,any one is der?
yes_reply,hello is there any one???
yes_reply,is there anyone
yes_reply,Is there any one who could help me
yes_reply,r u ther
yes_reply,r u ther sir
yes_reply,u there?
yes_reply,are you there?
yes_reply,Any one there?
yes_reply,u thr
yes_reply,"hi, you there?"
yes_reply,Are you there
yes_reply,Anyone der ??
yes_reply,Pls answer
yes_reply,Can you please help me
yes_reply,Are you there ?
yes_reply,"Sir, u there"
yes_reply,one more thing sir
yes_reply,please respond
yes_reply,any  one is there for the support
yes_reply,yes yes sir
yes_reply,yes sir!
yes_reply,Yes sure
yes_reply,ye yes
yes_reply,we will get details by mail ?
yes_reply,"sure
"
yes_reply,yes right
yes_reply,yes isr
yes_reply,Yes sir sure
yes_reply,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1595959258"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1595959257855"" cuid=""1591130395002700051""><legacyquote>[1595959258] support@ineuron.ai: </legacyquote>Have you installed protobuf sir?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Yes"
yes_reply,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1596000590"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1596000589552"" cuid=""12327034261152100127""><legacyquote>[1596000590] support@ineuron.ai: </legacyquote>Have you followed the steps sir?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Yes, thinking to restatrt the PC and will start from scratch<e_m a=""amitmodii"" ts_ms=""1596001257261"" ts=""1596001257"" t=""61""></e_m>"
yes_reply,yes sir\
yes_reply,yes sir really
yes_reply,Yes am following the recordings sir
yes_reply,alright sir
yes_reply,Oh yeah
yes_reply,You are right
yes_reply,"Yes , I am"
yes_reply,Yeah
yes_reply,Sure.
yes_reply,yes i did
yes_reply,yes i got it
yes_reply,yup
yes_reply,yah
yes_reply,ineuron ?
yes_reply,u thr ?
yes_reply,Sir
yes_reply,ohh ohk
yes_reply,ohk
yes_reply,Ohk
yes_reply,Anyone there
yes_reply,?
yes_reply,can I pay
yes_reply,okk
yes_reply,",yes sure"
yes_reply,ok..leme try tht out..
yes_reply,Ok..
yes_reply,Can you please help me with the answer
yes_reply,Sure
yes_reply,Oh ok
yes_reply,Oh ok.. 0
yes_reply,its ok
yes_reply,ok Sir
yes_reply,Okay Sir
yes_reply,Okay sir
yes_reply,"ok, sure"
yes_reply,can u plz help me why i am getting this error
yes_reply,can u tell me what&apos;s wrong with this code (HTML and CSS)
yes_reply,can I add my certificates on LinkedIn
yolo_query,"While going through the lecture video of YOLO, I found that it given probability of having an object in a bounding box. How this probability is calculated? From where I can go into details for this. Second, It is said that the center of the object is chosen which can lie within any grid cell for that object. I am not sure, how the it is coming up with the center of the object?I mean we can look at the picture and say that center can lie here or there, but how YOLO knows where the object is in the picture for the incoming video data that it has not seen before. "
yolo_query,i was just wondering when the new image is given to it..how will it find out the object in it in the first place to have the bounding box in YOLO model.
yolo_query,in Yolo I am getting below error
yolo_query,For Yolo ... still GPU version din&apos;t worked
yolo_query,but running Yolo in gpu ist not happening
yolo_query,"Hello, just wanna to ask, whether you will teach to setup Yolo and MaskRCnn"
yolo_query,sir having hard time setting up yolo darknet on windows 10
yolo_query,Can I have YOLO notebook please. I could not able to see in dashboard.
yolo_query,need help in finding the solution for yolo3 issue
yolo_query,"Also I am struggling with yesterday DL class deep_sort_yolo.

In deep_sort_yolo folder which file i have to run."
yolo_query,for deep_sort_tensorflow demo.py is working but for deep_sort_yolo demo.py file is not present so which file i have to run.
yolo_query,actually where &quot;label&quot; folder may configured in yolo implementation shall i call ...
yolo_setup,Hi Sir..Can you please provide git hub link for yolo setup on winddows
yolo_setup,can u provide git hub link for yolo setup on windows
yolo_setup,this is reg. YOLO setup... I installed VS2017 community...
yolo_setup,Can you share me the link for build tools version 2017 to install YOLO
yolo_setup,"In YOLO, not able compile using make command in darknet"
yolo_setup,it was about YOLO installation
yolo_setup,Hi sir i have one more doubt regarding the yolo installation actually i am using windows that&apos;t why i am facing issue can you please tell me any solution
yolo_setup,actually i am following the yolo installation steps but in step 11 i m not getting the darknet_no_gpu.exe file
yolo_setup,"Actually everything is installed but it is showing windows SDK version 8.1 not found that error is coming during building the darknet_no_gpu.exe, in installation process of YOLO"
yolo_setup,Sir in step 14 I am getting this error during run the yolov3 to detect image
yolo_setup,"For yolo setup , I have installed ms visual studio community edition 2017 . And I tried to install visual studio build tools 2017 but there what are all the checkbox I need to select ?"
yolo_setup,I started with the setup for YOLO as explained by Paul during the class
yolo_setup,"While installing YOLO, one of the setup was downloading and installing &quot;visual studio build tools 2017&quot;"
yolo_setup,I don&apos;t see the YOLO ppt and jpynb notebook yesterday Sudhanshu explained in the class
yolo_setup,yesterday in the class Sudhanshu sir mentioned about yolo ppt and reference ipynb notebook
youtube_link,Can you please send me the youtube link of yesterday&apos;s DSAR recording
youtube_link,Pls share the YouTube link for today&#39;s class of ml
youtube_link,YouTube links are there
youtube_link,Can you please ping me the youtube link for it
youtube_link,"i think for today stats class, you have not shared any youtube link to watch. right?"
youtube_link,so can you tell me how can i watch today's youtube session?
youtube_link,can you share me the yesterday pyspark youtube link
youtube_link,"Hi Team, Today Devops community class was going to start at 4.30 as per roaster but I can't see in your YouTube channel"
youtube_link,"Respected Sir, Can you please send me youtube video links of onlyssions"
youtube_link,Can you please send me YouTube video links of only discussions
youtube_link,plz give me the youtube link
youtube_link,Yes i know that But i have not joined that live session that's why i asked for you tube link
youtube_link,please share the youtube link today session live
youtube_link,"Please share it on dashboard,you tube link or here, thanks"
youtube_link,Hello Support team. If you have the YouTube link for the ML 28 class for today please send it to me
youtube_link,"Hello Support Team,
I don't see the YouTube link for DLNLPCV class of yesterday. Could you please Share the link if possible?"
youtube_link,Could you please send me the YouTube link
youtube_link,"Good morning,
I am from ML 28th March and I just want to ask where can I find the YouTube link for yesterday class?"
youtube_link,send me youtube links of python classes
youtube_video_availability,"Hi,
Is last weekend's class recordings are uploaded in the youtube? I am not able to find them."
youtube_video_availability,youtube link.. i see it is not updated in canvas
youtube_video_availability,no alerts or no live in youtube
youtube_video_availability,"hi team, is that yesterday (FEB -22nd batch Q&amp; A 10 PM ) video uploaded in youtube?"
youtube_video_availability,"Can u share link of YouTube channel where it will be available, I m not able to find pyspark class videos"
youtube_video_availability,Pyspark videos still not updated
youtube_video_availability,Sir where can i find the machine learning classes in ineuron youtube page ?
youtube_video_availability,"The Playlist on youtube also has one video. Has only one lect been done for this , since it began last week."
youtube_video_availability,"Since I missed the last week, was wanting to go over the videos and found only one"
youtube_video_availability,past two classes... Tue and Wed - 08-09 &amp; 09-09 classes video is missing
youtube_video_availability,Sir... Pyspark classes videos not yet uploaded...
youtube_video_availability,"But I'm able to see ml 6 june 
Class videos."
youtube_video_availability,when will be uploaded to youtube?
youtube_video_availability,Can I get today sesssion as recorded class on youtube?
youtube_video_availability,Have you uploaded DevOps community sessions recordings into your youtube playlist?
youtube_video_availability,"want to finish the session , plz let me know if it was uploaded in youtube"
youtube_video_availability,When will be the recording for the today's class of the stats available on YouTube?
youtube_video_availability,any idea whre can I find the videos for Project 12: Back Order Prediction
youtube_video_availability,I want recordings for Big Data hadoop
zoom_link_query,"Hi Team, Good Morning !! Is there any possibility to get zoom recorded link for 23rd may python session, as I can see that the video in youtube is not so clear(video in you tube is blur), thanks in advance"
zoom_link_query,I could see the zoom link only!! Please help me with this. Thanks
zoom_link_query,Is there any zoom invite link to join the call
zoom_link_query,"hi team, I joined a class through zoom but not able to see the mic symbol on the screen , do I need to do any setting"
zoom_link_query,Could you please share the Zoom link for the Community class for statistic for this week end.
